"Question","Question_URL","Categories","Number_Ans_Official","Number_Foll","Number_View"
"In computing the price-cash flow ratio, how is cash flow per share usually measured?","https://www.quora.com/In-computing-the-price-cash-flow-ratio-how-is-cash-flow-per-share-usually-measured","Cashflow, Financial Accounting, Valuations (finance), Accounting, Stocks (finance), Stock Markets, Finance, Investing","1","2","391"
"Will accounting ever be automated like other skills or is there too much judgment involved?","https://www.quora.com/Will-accounting-ever-be-automated-like-other-skills-or-is-there-too-much-judgment-involved","Automation, Accounting, Skills","1","1","90"
"What are the current liabilities in a balance sheet?","https://www.quora.com/What-are-the-current-liabilities-in-a-balance-sheet","Liabilities (accounting), Balance Sheets, Accounting, Investing","2","3","418"
"What is royalty in accounting terms?","https://www.quora.com/unanswered/What-is-royalty-in-accounting-terms","Royalties, Royal Families, Royalty, Etymology, Accounting","0","1","270"
"What are the long-term implications of Harry Markopolos' report about GE's accounting? Do you find his allegations of ""a bigger fraud than Enron"" credible?","https://www.quora.com/unanswered/What-are-the-long-term-implications-of-Harry-Markopolos-report-about-GEs-accounting-Do-you-find-his-allegations-of-a-bigger-fraud-than-Enron-credible","General Electric (company), Financial Accounting, Fraud, Accounting, Business","0","2","117"
"Are companies moving away from paper invoices and paper checks or do most companies still accept both?","https://www.quora.com/Are-companies-moving-away-from-paper-invoices-and-paper-checks-or-do-most-companies-still-accept-both","Invoicing Software, Invoices, Checks (cheques), Accounting, Companies, Business","1","1","379"
"How many years does it take to be an accounting?","https://www.quora.com/unanswered/How-many-years-does-it-take-to-be-an-accounting","Accounting, Jobs and Careers, Career Advice","0","2","400"
"How credible are the August 2019 allegations that General Electric has engaged in accounting fraud?","https://www.quora.com/How-credible-are-the-August-2019-allegations-that-General-Electric-has-engaged-in-accounting-fraud","General Electric (company), Financial Accounting, Accounting, Finance","2","2","211"
"Is maths needed to do chartered accounting?","https://www.quora.com/Is-maths-needed-to-do-chartered-accounting","Accounting, Chartered Accountants (CA), Mathematics","35","65","96,725"
"Are accountants well versed in the difference between employee and independent contractors and would they know if someone is misclassifying their workers?","https://www.quora.com/Are-accountants-well-versed-in-the-difference-between-employee-and-independent-contractors-and-would-they-know-if-someone-is-misclassifying-their-workers","Contractors, Accountants, Employees, Accounting, Jobs and Careers","3","1","225"
"Do you add interest expenses plus operating expenses to get total expenses for banks?","https://www.quora.com/unanswered/Do-you-add-interest-expenses-plus-operating-expenses-to-get-total-expenses-for-banks","Operating Expenses, Expenses, Accounting, Banks, Finance, Banking, Survey Question","0","1","290"
"If the allegations against GE relating to fraudulent accounting practices in order to conceal financial problems are determined to be true, should the CEO at that time be indicted and made to stand trial for his role or his ignorance?","https://www.quora.com/If-the-allegations-against-GE-relating-to-fraudulent-accounting-practices-in-order-to-conceal-financial-problems-are-determined-to-be-true-should-the-CEO-at-that-time-be-indicted-and-made-to-stand-trial-for-his-role","Allegations, General Electric (company), Chief Executive Officers, Fraud, Accounting, Finance, Business","13","1","460"
"What is the best accounting software in Canada for non-profit organizations?","https://www.quora.com/What-is-the-best-accounting-software-in-Canada-for-non-profit-organizations","Accounting Software, Non-Governmental Organizations, Nonprofit Organizations, Accounting, Canada, Software and Applications","1","1","217"
"Where can I get CPA offers for free?","https://www.quora.com/unanswered/Where-can-I-get-CPA-offers-for-free","Cost Per Action (CPA), Certified Public Accountants (CPA), Accounting, Free Products","0","1","171"
"Can management of companies manipulate their unlevered free cash flow?","https://www.quora.com/Can-management-of-companies-manipulate-their-unlevered-free-cash-flow","Cashflow, Accounting, Finance","2","1","83"
"What are the ways to measure depreciation or amortization of assets?","https://www.quora.com/What-are-the-ways-to-measure-depreciation-or-amortization-of-assets","Depreciation, Assets, Accounting, Finance","1","2","203"
"Have there been any unexpected issues with the unwinding of the Fed's balance sheet?","https://www.quora.com/unanswered/Have-there-been-any-unexpected-issues-with-the-unwinding-of-the-Feds-balance-sheet","Balance Sheets, U.S. Federal Reserve, Accounting, Finance","0","1","127"
"How far in a career can a CFA charter take you?","https://www.quora.com/unanswered/How-far-in-a-career-can-a-CFA-charter-take-you","CFA Level 1, CFA Institute, Chartered Financial Analysts (CFA), Accountants, Accounting, Career Choices, Chartered Accountants (CA), Finance, Jobs and Careers, Career Advice","0","10","2,203"
"How is the employability of those who have completed a diploma in accounting with McMaster University?","https://www.quora.com/unanswered/How-is-the-employability-of-those-who-have-completed-a-diploma-in-accounting-with-McMaster-University","Employability, McMaster University, Colleges and Universities in Canada (Public), Diplomas and Degrees, Accounting, Higher Education, Colleges and Universities, College Advice, Jobs and Careers, Career Advice","0","1","65"
"What does a personal accountant do?","https://www.quora.com/What-does-a-personal-accountant-do","Accountants, Accounting, Finance, Jobs and Careers","1","2","370"
"Are balance sheets full of assumption?","https://www.quora.com/Are-balance-sheets-full-of-assumption","Assumptions, Balance Sheets, Financial Accounting, Accounting, Stocks (finance), Finance, Investing","2","2","717"
"For Cost Accounting IPCC, which book is the best for both self-study and a variety of questions among Padhuka, R.K. Mehta or Kalra's?","https://www.quora.com/unanswered/For-Cost-Accounting-IPCC-which-book-is-the-best-for-both-self-study-and-a-variety-of-questions-among-Padhuka-R-K-Mehta-or-Kalras","CA IPCC Student, Cost Accounting, Self Study, Exam and Test Prep Book Recommendations, Integrated Professional Competence Course, Accounting, Chartered Accountants (CA), Book Recommendations, Books, Exams and Tests","0","0","196"
"What is needed to make a career in accounting and finance?","https://www.quora.com/What-is-needed-to-make-a-career-in-accounting-and-finance","Jobs and Careers in Accounting, Jobs and Careers in Finance, Finance Career Advice, Financial Accounting, Accountants, Accounting, Career Choices, Finance, Jobs and Careers, Career Advice","1","2","784"
"Why is balance sheet valuable while selecting a stock?","https://www.quora.com/Why-is-balance-sheet-valuable-while-selecting-a-stock","Balance Sheets, Financial Accounting, Finance and Investments, Stock Trading, Accounting, Trading (finance), Stocks (finance), Stock Markets, Finance, Investing","2","1","564"
"What are some easy ways to create journal entries for transactions?","https://www.quora.com/What-are-some-easy-ways-to-create-journal-entries-for-transactions","Accounting Journal Entry, Journal Entries, Transactions, Diaries and Journals, Academic Journals, Accounting, Writing, Money","1","1","496"
"How do the accusations of a company affect a balance sheet?","https://www.quora.com/unanswered/How-do-the-accusations-of-a-company-affect-a-balance-sheet","Corporate Finance, Balance Sheets, Financial Accounting, Accounting, Startups, Companies, Finance, Economics, Business, Investing","0","1","205"
"What is SQL used for in finance?","https://www.quora.com/unanswered/What-is-SQL-used-for-in-finance","PL/SQL, MS SQL Server (product), Relational Databases, MySQL, SQL, Accounting, Database Systems, Finance, Programming Languages, Computer Programming","0","4","802"
"How many papers (minimum) of the ACCA does one have to pass to be eligible to apply in the Big Four induction program in Pakistan?","https://www.quora.com/How-many-papers-minimum-of-the-ACCA-does-one-have-to-pass-to-be-eligible-to-apply-in-the-Big-Four-induction-program-in-Pakistan","Big Four (accounting firms), Big 4 Firms, Association of Chartered Certified Accountants (ACCA), Pakistani Ethnicity and People, Accounting, Chartered Accountants (CA), Pakistan, Jobs and Careers, Exams and Tests, Career Advice","1","1","260"
"Which one is more important to study as a career, economics or accounting?","https://www.quora.com/Which-one-is-more-important-to-study-as-a-career-economics-or-accounting","Economics (college major), Accounting, Career Choices, Academic and Educational Advice, Economics, Studying, Education, College Advice, Jobs and Careers, Career Advice","0","3","354"
"How can I obtain my CPA with a 3-year accounting degree from the UK?","https://www.quora.com/How-can-I-obtain-my-CPA-with-a-3-year-accounting-degree-from-the-UK","Certified Public Accountants (CPA), Accounting, The United Kingdom, Career Advice","0","1","275"
"If you pay off a credit card's statement balance in full before the due date, will you be charged no interest even if you have a balance?","https://www.quora.com/If-you-pay-off-a-credit-cards-statement-balance-in-full-before-the-due-date-will-you-be-charged-no-interest-even-if-you-have-a-balance","Interest (fee), Balance, Credit Card Processing, Credit, Accounting, Payments, Credit Cards, Personal Finance, Finance, Banking","2","1","228"
"Why do some companies publish non-GAAP financial data?","https://www.quora.com/Why-do-some-companies-publish-non-GAAP-financial-data","Financial Reporting, International Financial Reporting Standards, Generally Accepted Accounting Principles, Financial Statements, Financial Accounting, Accounting, Companies, Finance, Investing","1","2","385"
"In which financial report would you find the depreciation of an asset?","https://www.quora.com/In-which-financial-report-would-you-find-the-depreciation-of-an-asset","Financial Reporting, Depreciation, Financial Statements, Assets, Financial Accounting, Accounting, Finance, Economics","4","1","309"
